"OTUID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_6941","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_X","Acidimicrobiales_X_X","Acidimicrobiales_X_X_X"
"ASV_7571","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","Haliangium_X"
"ASV_7414","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","480-2_X","480-2_X_X"
"ASV_7355","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_6026","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_6238","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Variovorax_X"
"ASV_7190","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_7540","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_X","Gaiellales_X_X","Gaiellales_X_X_X"
"ASV_8041","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","Haliangium_X"
"ASV_7897","Bacteria","Acidobacteria","Acidobacteria","Subgroup_13","Subgroup_13_X","Subgroup_13_X_X","Subgroup_13_X_X_X"
"ASV_8018","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_X","Gaiellales_X_X","Gaiellales_X_X_X"
"ASV_7534","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_3824","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_X","Gaiellales_X_X","Gaiellales_X_X_X"
"ASV_6319","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_X","Planctomycetaceae_X_X"
"ASV_7291","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter","Variibacter_X"
"ASV_5220","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_X","Planctomycetaceae_X_X"
"ASV_6244","Bacteria","Proteobacteria","Deltaproteobacteria","GR-WP33-30","GR-WP33-30_X","GR-WP33-30_X_X","GR-WP33-30_X_X_X"
"ASV_8110","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium_X"
"ASV_5140","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_5196","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium_X"
"ASV_8498","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_6717","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_5423","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella","Reyranella_X"
"ASV_6073","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_X","Acidimicrobiales_X_X","Acidimicrobiales_X_X_X"
"ASV_4545","Bacteria","Chloroflexi","S085","S085_X","S085_X_X","S085_X_X_X","S085_X_X_X_X"
"ASV_7347","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonadaceae_X","Xanthomonadaceae_X_X"
"ASV_4654","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","Cellulosimicrobium_cellulans"
"ASV_5286","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","480-2_X","480-2_X_X"
"ASV_5550","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_[Subgroup_1]","Acidobacterium","Acidobacterium_X"
"ASV_3547","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_5671","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","480-2_X","480-2_X_X"
"ASV_4964","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_[Subgroup_1]","Acidobacteriaceae_[Subgroup_1]_X","Acidobacteriaceae_[Subgroup_1]_X_X"
"ASV_7433","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","Gaiella_X"
"ASV_7704","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","Paenibacillus_X"
"ASV_8728","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","Ramlibacter_X"
"ASV_7243","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_7424","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_6610","Bacteria","Chloroflexi","KD4-96","KD4-96_X","KD4-96_X_X","KD4-96_X_X_X","KD4-96_X_X_X_X"
"ASV_6281","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella","Skermanella_X"
"ASV_5201","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_7459","Bacteria","Chloroflexi","Gitt-GS-136","Gitt-GS-136_X","Gitt-GS-136_X_X","Gitt-GS-136_X_X_X","Gitt-GS-136_X_X_X_X"
"ASV_7123","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_5516","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","Altererythrobacter_X"
"ASV_7691","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","Altererythrobacter_X"
"ASV_6003","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax_X"
"ASV_7850","Bacteria","Saccharibacteria","Saccharibacteria_X","Saccharibacteria_X_X","Saccharibacteria_X_X_X","Saccharibacteria_X_X_X_X","Saccharibacteria_X_X_X_X_X"
"ASV_6059","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_5209","Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Candidatus_Solibacter","Candidatus_Solibacter_X"
"ASV_5932","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_7744","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_4437","Bacteria","Chloroflexi","S085","S085_X","S085_X_X","S085_X_X_X","S085_X_X_X_X"
"ASV_7733","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_X","JG30-KF-CM45_X_X","JG30-KF-CM45_X_X_X"
"ASV_7983","Bacteria","Chloroflexi","KD4-96","KD4-96_X","KD4-96_X_X","KD4-96_X_X_X","KD4-96_X_X_X_X"
"ASV_4755","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_X"
"ASV_8685","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacteriaceae_X","Phyllobacteriaceae_X_X"
"ASV_7605","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_7450","Bacteria","Acidobacteria","Acidobacteria","Subgroup_4","RB41","RB41_X","RB41_X_X"
"ASV_4052","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_7071","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae","Caldilineaceae_X","Caldilineaceae_X_X"
"ASV_4878","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus_thermodenitrificans_subsp._thermodenitrificans_DSM_465"
"ASV_8050","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillaceae_X","Bacillaceae_X_X"
"ASV_2974","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter_X"
"ASV_7176","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","0319-6M6","0319-6M6_X","0319-6M6_X_X"
"ASV_8334","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Microvirga_X"
"ASV_7762","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_6698","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rhodanobacter","Rhodanobacter_X"
"ASV_1885","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiales_X","Frankiales_X_X","Frankiales_X_X_X"
"ASV_5261","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides_X"
"ASV_6249","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","Pelomonas_X"
"ASV_6847","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111","DA111_X","DA111_X_X"
"ASV_7954","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_5402","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_X","Micromonosporaceae_X_X"
"ASV_8676","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia_X"
"ASV_5989","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_6576","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Thermosporotrichaceae","Thermosporothrix","Thermosporothrix_X"
"ASV_4514","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Rhizomicrobium","Rhizomicrobium_X"
"ASV_7187","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia","Hirschia_X"
"ASV_7076","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_X"
"ASV_8699","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus","Roseiflexus_X"
"ASV_4628","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_X","Planctomycetaceae_X_X"
"ASV_8069","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium_X"
"ASV_3565","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","480-2_X","480-2_X_X"
"ASV_7293","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_8025","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_Incertae_Sedis","Candidatus_Microthrix","Candidatus_Microthrix_X"
"ASV_7290","Bacteria","Acidobacteria","Acidobacteria","Subgroup_15","Subgroup_15_X","Subgroup_15_X_X","Subgroup_15_X_X_X"
"ASV_6041","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_X"
"ASV_7641","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_X","SC-I-84_X_X","SC-I-84_X_X_X"
"ASV_8174","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","KCM-B-15","KCM-B-15_X","KCM-B-15_X_X"
"ASV_7875","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_X"
"ASV_8529","Bacteria","Chloroflexi","Ktedonobacteria","Thermogemmatisporales","1921-2","1921-2_X","1921-2_X_X"
"ASV_7377","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_X"
"ASV_7688","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophagaceae_X","Chitinophagaceae_X_X"
"ASV_7224","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Planosporangium","Planosporangium_X"
"ASV_7596","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_7495","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","288-2","288-2_X","288-2_X_X"
"ASV_4490","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter_X"
"ASV_5339","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_X"
"ASV_7915","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_7639","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_X","Acidimicrobiales_X_X","Acidimicrobiales_X_X_X"
"ASV_7184","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_X"
"ASV_7235","Bacteria","Proteobacteria","Deltaproteobacteria","GR-WP33-30","GR-WP33-30_X","GR-WP33-30_X_X","GR-WP33-30_X_X_X"
"ASV_29","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_X","Gaiellales_X_X","Gaiellales_X_X_X"
"ASV_6562","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia","Iamia_X"
"ASV_7598","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_X","Gaiellales_X_X","Gaiellales_X_X_X"
"ASV_8657","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","HSB_OF53-F07","HSB_OF53-F07_X","HSB_OF53-F07_X_X"
"ASV_7610","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_5","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobiaceae_X","Bradyrhizobiaceae_X_X"
"ASV_8493","Bacteria","Chloroflexi","Ktedonobacteria","B12-WMSP1","B12-WMSP1_X","B12-WMSP1_X_X","B12-WMSP1_X_X_X"
"ASV_7696","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_X","Comamonadaceae_X_X"
"ASV_2945","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rhodanobacter","Rhodanobacter_X"
"ASV_7107","Bacteria","Verrucomicrobia","OPB35_soil_group","OPB35_soil_group_X","OPB35_soil_group_X_X","OPB35_soil_group_X_X_X","OPB35_soil_group_X_X_X_X"
"ASV_7592","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophagaceae_X","Cytophagaceae_X_X"
"ASV_7029","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","Haliangium_X"
"ASV_7009","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonadaceae_X","Xanthomonadaceae_X_X"
"ASV_8463","Bacteria","Acidobacteria","Acidobacteria","Subgroup_13","Subgroup_13_X","Subgroup_13_X_X","Subgroup_13_X_X_X"
"ASV_5120","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_X","Acidimicrobiales_X_X","Acidimicrobiales_X_X_X"
"ASV_2809","Bacteria","Proteobacteria","Deltaproteobacteria","GR-WP33-30","GR-WP33-30_X","GR-WP33-30_X_X","GR-WP33-30_X_X_X"
"ASV_6789","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9","JG30-KF-AS9_X","JG30-KF-AS9_X_X","JG30-KF-AS9_X_X_X"
"ASV_7928","Bacteria","Acidobacteria","Acidobacteria","Subgroup_4","RB41","RB41_X","RB41_X_X"
"ASV_5603","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_X","Gemmatimonadaceae_X_X"
"ASV_8640","Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_X","JG37-AG-4_X_X","JG37-AG-4_X_X_X","JG37-AG-4_X_X_X_X"
"ASV_7514","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Iamia","Iamia_X"
"ASV_5646","Bacteria","Acidobacteria","Subgroup_22","Subgroup_22_X","Subgroup_22_X_X","Subgroup_22_X_X_X","Subgroup_22_X_X_X_X"
"ASV_8453","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_6747","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter","Steroidobacter_X"
"ASV_3531","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Microbispora","Microbispora_X"
"ASV_6341","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter_X"
"ASV_3463","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_7740","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_X","JG30-KF-CM45_X_X","JG30-KF-CM45_X_X_X"
"ASV_2836","Bacteria","Chloroflexi","Ktedonobacteria","JG30-KF-AS9","JG30-KF-AS9_X","JG30-KF-AS9_X_X","JG30-KF-AS9_X_X_X"
"ASV_19","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_X","Gaiellales_X_X","Gaiellales_X_X_X"
"ASV_5413","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_3","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium_X"
"ASV_2789","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","KF-JG30-B3_X","KF-JG30-B3_X_X"
"ASV_7659","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_6673","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus_X"
"ASV_6983","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_X","Gaiellales_X_X","Gaiellales_X_X_X"
"ASV_4054","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_X","Micromonosporaceae_X_X"
"ASV_6184","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_44","Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Bryobacter","Bryobacter_X"
"ASV_4117","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_X"
"ASV_5588","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_X"
"ASV_6138","Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Candidatus_Solibacter","Candidatus_Solibacter_X"
"ASV_6153","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_1772","Bacteria","Chloroflexi","S085","S085_X","S085_X_X","S085_X_X_X","S085_X_X_X_X"
"ASV_4620","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_X","SC-I-84_X_X","SC-I-84_X_X_X"
"ASV_6532","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiales_X","Acidimicrobiales_X_X","Acidimicrobiales_X_X_X"
"ASV_8038","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea","Nitrolancea_X"
"ASV_6641","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella","Nordella_X"
"ASV_6559","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomycetaceae_X","Planctomycetaceae_X_X"
"ASV_159","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_X"
"ASV_6998","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_X"
"ASV_13","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_X"
"ASV_6763","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","FCPS473","FCPS473_X","FCPS473_X_X"
"ASV_5458","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga","Microvirga_X"
"ASV_8427","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_X","Rhodocyclaceae_X_X"
"ASV_6261","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_3820","Bacteria","Saccharibacteria","Saccharibacteria_X","Saccharibacteria_X_X","Saccharibacteria_X_X_X","Saccharibacteria_X_X_X_X","Saccharibacteria_X_X_X_X_X"
"ASV_6207","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_7676","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","G12-WMSP1","G12-WMSP1_X","G12-WMSP1_X_X"
"ASV_6452","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_2968","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides_X"
"ASV_5163","Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","PAUC26f","PAUC26f_X","PAUC26f_X_X"
"ASV_4623","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_7128","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_X","Gammaproteobacteria_X_X","Gammaproteobacteria_X_X_X","Gammaproteobacteria_X_X_X_X"
"ASV_5512","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_sp._enrichment_culture_clone_HSL33"
"ASV_5383","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Chryseolinea","Chryseolinea_X"
"ASV_59","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_X","Gaiellales_X_X","Gaiellales_X_X_X"
"ASV_5927","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","FCPS473","FCPS473_X","FCPS473_X_X"
"ASV_8673","Bacteria","Bacteria_X","Bacteria_X_X","Bacteria_X_X_X","Bacteria_X_X_X_X","Bacteria_X_X_X_X_X","Bacteria_X_X_X_X_X_X"
"ASV_5132","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_6438","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter_sp._TD4-1"
"ASV_2181","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus_X"
"ASV_6295","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Rhodocyclaceae_X","Rhodocyclaceae_X_X"
"ASV_4053","Bacteria","Acidobacteria","Acidobacteria","Subgroup_2","Subgroup_2_X","Subgroup_2_X_X","Subgroup_2_X_X_X"
"ASV_4017","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellales_X","Gaiellales_X_X","Gaiellales_X_X_X"
"ASV_6608","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_7880","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111","DA111_X","DA111_X_X"
"ASV_8459","Bacteria","WD272","WD272_X","WD272_X_X","WD272_X_X_X","WD272_X_X_X_X","WD272_X_X_X_X_X"
"ASV_6101","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_17","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_X","Micromonosporaceae_X_X"
"ASV_6339","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium","Acidiphilium_X"
"ASV_7477","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","Jatrophihabitans_X"
"ASV_5481","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_5515","Bacteria","Saccharibacteria","Saccharibacteria_X","Saccharibacteria_X_X","Saccharibacteria_X_X_X","Saccharibacteria_X_X_X_X","Saccharibacteria_X_X_X_X_X"
"ASV_8117","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","480-2_X","480-2_X_X"
"ASV_12","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_elkanii"
"ASV_4051","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides_X"
"ASV_6340","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthyaceae_X","Sporichthyaceae_X_X"
