"OTUID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_4480","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_X"
"ASV_412","Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_X","JG37-AG-4_X_X","JG37-AG-4_X_X_X","JG37-AG-4_X_X_X_X"
"ASV_5808","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","FCPS473","FCPS473_X","FCPS473_X_X"
"ASV_709","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella","Reyranella_X"
"ASV_6209","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","BIrii41_X","BIrii41_X_X"
"ASV_6195","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","BIrii41_X","BIrii41_X_X"
"ASV_3601","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","Jatrophihabitans_X"
"ASV_3918","Bacteria","Chloroflexi","S085","S085_X","S085_X_X","S085_X_X_X","S085_X_X_X_X"
"ASV_699","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_X"
"ASV_618","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Mizugakiibacter","Mizugakiibacter_X"
"ASV_2011","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Kitasatospora","Streptomyces_sp._IMER_B5-8"
"ASV_7824","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_6570","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobiaceae_X","Hyphomicrobiaceae_X_X"
"ASV_5393","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium_X"
"ASV_7569","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","DA111","DA111_X","DA111_X_X"
"ASV_4194","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium_X"
"ASV_2523","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira_X"
"ASV_1399","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_flexus"
"ASV_538","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_2886","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Mizugakiibacter","Mizugakiibacter_X"
"ASV_3219","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_X","Xanthomonadales_X_X","Xanthomonadales_X_X_X"
"ASV_2604","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_[Subgroup_1]","Telmatobacter","Telmatobacter_X"
"ASV_942","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_8040","Bacteria","Acidobacteria","Holophagae","Holophagales","Holophagaceae","Holophagaceae_X","Holophagaceae_X_X"
"ASV_4057","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Planifilum","Planifilum_X"
"ASV_3112","Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_X","JG37-AG-4_X_X","JG37-AG-4_X_X_X","JG37-AG-4_X_X_X_X"
"ASV_2651","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus","Roseiflexus_X"
"ASV_6853","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonadaceae_X","Xanthomonadaceae_X_X"
"ASV_818","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_X"
"ASV_1924","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Kitasatospora","Streptomyces_sp._IMER_B5-8"
"ASV_585","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_[Subgroup_1]","Acidobacteriaceae_[Subgroup_1]_X","Acidobacteriaceae_[Subgroup_1]_X_X"
"ASV_2354","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Sinomonas","Sinomonas_X"
"ASV_5778","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus_X"
"ASV_2335","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Acidibacter","Acidibacter_X"
"ASV_744","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_X"
"ASV_1670","Bacteria","Chloroflexi","Gitt-GS-136","Gitt-GS-136_X","Gitt-GS-136_X_X","Gitt-GS-136_X_X_X","Gitt-GS-136_X_X_X_X"
"ASV_4809","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_X","Xanthomonadales_X_X","Xanthomonadales_X_X_X"
"ASV_1712","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Pedomicrobium_X"
"ASV_563","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium_X"
"ASV_2418","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Pedomicrobium_X"
"ASV_6016","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_499","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_X","Actinobacteria_X_X","Actinobacteria_X_X_X","Actinobacteria_X_X_X_X"
"ASV_5704","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobiaceae_X","Bradyrhizobiaceae_X_X"
"ASV_1024","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_X"
"ASV_1059","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_X"
"ASV_1084","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Agrobacterium_tumefaciens"
"ASV_3003","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","Ensifer_adhaerens"
"ASV_2582","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillaceae_X","Rhodospirillaceae_X_X"
"ASV_6228","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_4564","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_X"
"ASV_3121","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_X"
"ASV_2119","Bacteria","WD272","WD272_X","WD272_X_X","WD272_X_X_X","WD272_X_X_X_X","WD272_X_X_X_X_X"
"ASV_7729","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_5652","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Rhodobiaceae_X","Rhodobiaceae_X_X"
"ASV_7494","Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Bryobacter","Bryobacter_X"
"ASV_392","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_X"
"ASV_2520","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_X","Micromonosporaceae_X_X"
"ASV_7900","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_4085","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium_insulae"
"ASV_1623","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Luedemannella","Luedemannella_X"
"ASV_2696","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium_X"
"ASV_228","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","Candidatus_Xiphinematobacter_X"
"ASV_3205","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes_X"
"ASV_6519","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura_X"
"ASV_473","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Pedomicrobium_X"
"ASV_4921","Bacteria","Parcubacteria","Parcubacteria_X","Parcubacteria_X_X","Parcubacteria_X_X_X","Parcubacteria_X_X_X_X","Parcubacteria_X_X_X_X_X"
"ASV_1438","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","YNPFFP1","YNPFFP1_X","YNPFFP1_X_X"
"ASV_6129","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_771","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","Ralstonia_X"
"ASV_7790","Bacteria","Planctomycetes","OM190","OM190_X","OM190_X_X","OM190_X_X_X","OM190_X_X_X_X"
"ASV_3158","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter","Steroidobacter_X"
"ASV_1542","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomycetaceae_X","Streptomycetaceae_X_X"
"ASV_4746","Bacteria","Acidobacteria","Acidobacteria","Subgroup_4","11月24日","11月24日_X","11月24日_X_X"
"ASV_465","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_X","Gemmatimonadaceae_X_X"
"ASV_466","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_leguminosarum"
"ASV_6208","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter","Variibacter_X"
"ASV_609","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","I-10","I-10_X","I-10_X_X"
"ASV_5365","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_X","Gemmatimonadaceae_X_X"
"ASV_2066","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_X"
"ASV_5185","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_2573","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_X","JG30-KF-CM45_X_X","JG30-KF-CM45_X_X_X"
"ASV_1616","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_X","Micromonosporaceae_X_X"
"ASV_1884","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophagaceae_X","Cytophagaceae_X_X"
"ASV_5006","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_1323","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_X","Micromonosporaceae_X_X"
"ASV_509","Bacteria","Acidobacteria","Acidobacteria","Subgroup_3","Unknown_Family","Bryobacter","Bryobacter_X"
"ASV_1579","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_X"
"ASV_6910","Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora","Catenulispora_X"
"ASV_5026","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia_nova"
"ASV_2491","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_6634","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_1866","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_X"
"ASV_407","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Candidatus_Halomonas_phosphatis"
"ASV_4816","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_X","Micromonosporaceae_X_X"
"ASV_8061","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_4903","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_X","Burkholderiales_X_X","Burkholderiales_X_X_X"
"ASV_5716","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_621","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_8545","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_635","Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_X","JG37-AG-4_X_X","JG37-AG-4_X_X_X","JG37-AG-4_X_X_X_X"
"ASV_625","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Sinomonas_flava"
"ASV_3772","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacterales_X","Ktedonobacterales_X_X","Ktedonobacterales_X_X_X"
"ASV_6979","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_[Subgroup_1]","Acidobacteriaceae_[Subgroup_1]_X","Acidobacteriaceae_[Subgroup_1]_X_X"
"ASV_3439","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus_X"
"ASV_1659","Bacteria","Chloroflexi","KD4-96","KD4-96_X","KD4-96_X_X","KD4-96_X_X_X","KD4-96_X_X_X_X"
"ASV_2583","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobiaceae_X","Bradyrhizobiaceae_X_X"
"ASV_808","Bacteria","Chloroflexi","Gitt-GS-136","Gitt-GS-136_X","Gitt-GS-136_X_X","Gitt-GS-136_X_X_X","Gitt-GS-136_X_X_X_X"
"ASV_2772","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_X","JG30-KF-CM45_X_X","JG30-KF-CM45_X_X_X"
"ASV_1340","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter","Steroidobacter_X"
"ASV_5093","Bacteria","Acidobacteria","Acidobacteria","Subgroup_4","RB41","RB41_X","RB41_X_X"
"ASV_6362","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus","Roseiflexus_X"
"ASV_1538","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter_X"
"ASV_2175","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_sp._P224"
"ASV_7552","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_X","JG30-KF-CM45_X_X","JG30-KF-CM45_X_X_X"
"ASV_6152","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_3002","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomycetaceae_X","Streptomycetaceae_X_X"
"ASV_3513","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_X","JG30-KF-CM45_X_X","JG30-KF-CM45_X_X_X"
"ASV_7767","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66_X","JG30-KF-CM66_X_X","JG30-KF-CM66_X_X_X","JG30-KF-CM66_X_X_X_X"
"ASV_4028","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_4382","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_2937","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","YNPFFP1","YNPFFP1_X","YNPFFP1_X_X"
"ASV_6097","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pelagibacterium","Pelagibacterium_X"
"ASV_2209","Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_X","JG37-AG-4_X_X","JG37-AG-4_X_X_X","JG37-AG-4_X_X_X_X"
"ASV_4760","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_743","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","Ensifer_X"
"ASV_2482","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_X","Rhizobiales_X_X","Rhizobiales_X_X_X"
"ASV_745","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_X","Gemmatimonadaceae_X_X"
"ASV_655","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella","Kribbella_X"
"ASV_7943","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_X"
"ASV_2591","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_X"
"ASV_1266","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_sp._BAB-3560"
"ASV_3167","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter_X"
"ASV_7755","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacteriaceae_X","Phyllobacteriaceae_X_X"
"ASV_6037","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Intrasporangiaceae_X","Intrasporangiaceae_X_X"
"ASV_378","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter","Candidatus_Xiphinematobacter_X"
"ASV_4902","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium_X"
"ASV_517","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","Terrabacter_X"
"ASV_839","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_leguminosarum"
"ASV_435","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_X"
"ASV_2682","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","Ensifer_adhaerens"
"ASV_4173","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola","Pseudonocardia_sp._XMU199"
"ASV_1577","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_[Subgroup_1]","Acidobacteriaceae_[Subgroup_1]_X","Acidobacteriaceae_[Subgroup_1]_X_X"
"ASV_1501","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Luedemannella","Luedemannella_X"
"ASV_2524","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","480-2","480-2_X","480-2_X_X"
"ASV_5059","Bacteria","Acidobacteria","Acidobacteria","Subgroup_4","Unknown_Family","Blastocatella","Blastocatella_X"
"ASV_1255","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonadaceae_X","Nitrosomonadaceae_X_X"
"ASV_5670","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Sinomonas","Sinomonas_X"
"ASV_5545","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Verrucosispora","Verrucosispora_X"
"ASV_2908","Bacteria","Acidobacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae_[Subgroup_1]","Acidobacteriaceae_[Subgroup_1]_X","Acidobacteriaceae_[Subgroup_1]_X_X"
"ASV_1685","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides_X"
"ASV_688","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_X"
"ASV_520","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_X","JG30-KF-CM45_X_X","JG30-KF-CM45_X_X_X"
"ASV_1163","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_X"
"ASV_2445","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillaceae_X","Rhodospirillaceae_X_X"
"ASV_5573","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_7784","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_X","Micromonosporaceae_X_X"
"ASV_8104","Bacteria","Proteobacteria","Betaproteobacteria","SC-I-84","SC-I-84_X","SC-I-84_X_X","SC-I-84_X_X_X"
"ASV_659","Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_X","JG37-AG-4_X_X","JG37-AG-4_X_X_X","JG37-AG-4_X_X_X_X"
"ASV_1027","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcaceae_X","Micrococcaceae_X_X"
"ASV_1954","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Sinomonas","Sinomonas_X"
"ASV_4768","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_X","Sphingomonadaceae_X_X"
"ASV_4363","Bacteria","WD272","WD272_X","WD272_X_X","WD272_X_X_X","WD272_X_X_X_X","WD272_X_X_X_X_X"
"ASV_3632","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes_X"
"ASV_4632","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_X"
"ASV_820","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Mizugakiibacter","Mizugakiibacter_X"
"ASV_1194","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_sp._P1519C"
"ASV_2090","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_395","Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_X","JG37-AG-4_X_X","JG37-AG-4_X_X_X","JG37-AG-4_X_X_X_X"
"ASV_486","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_707","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_X","JG30-KF-CM45_X_X","JG30-KF-CM45_X_X_X"
"ASV_4743","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_X"
"ASV_8266","Bacteria","Chloroflexi","JG37-AG-4","JG37-AG-4_X","JG37-AG-4_X_X","JG37-AG-4_X_X_X","JG37-AG-4_X_X_X_X"
"ASV_4219","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_X","Anaerolineaceae_X_X"
"ASV_8396","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_X"
"ASV_3776","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacterales_X","Ktedonobacterales_X_X","Ktedonobacterales_X_X_X"
"ASV_8340","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Ktedonobacteraceae_X","Ktedonobacteraceae_X_X"
"ASV_2660","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter_X"
"ASV_5181","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes","Rhodoplanes_X"
"ASV_421","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_X","Actinobacteria_X_X","Actinobacteria_X_X_X","Actinobacteria_X_X_X_X"
"ASV_460","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","Acidothermus_X"
"ASV_5672","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_X","Microbacteriaceae_X_X"
"ASV_3086","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Pedomicrobium_X"
"ASV_3130","Bacteria","Chloroflexi","TK10","TK10_X","TK10_X_X","TK10_X_X_X","TK10_X_X_X_X"
"ASV_555","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","Terrabacter_X"
"ASV_2407","Bacteria","Acidobacteria","Acidobacteria","Subgroup_6","Subgroup_6_X","Subgroup_6_X_X","Subgroup_6_X_X_X"
"ASV_3860","Bacteria","Chloroflexi","Gitt-GS-136","Gitt-GS-136_X","Gitt-GS-136_X_X","Gitt-GS-136_X_X_X","Gitt-GS-136_X_X_X_X"
"ASV_1436","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_X"
"ASV_597","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_X","Micromonosporaceae_X_X"
"ASV_1798","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_X"
